Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time ,Year,Month,Day,Time,Flag,Temp,Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-80.61,51.29,MOOSONEE,6075420,2025-01-01 0:00,2025,1,1,0:00,,-7.6,,-9,,90,,0,,23,,11,,16.1,,100.66,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 1:00,2025,1,1,1:00,,-7.5,,-8.6,,92,,0,,22,,17,,16.1,,100.67,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 2:00,2025,1,1,2:00,,-7.8,,-8.9,,92,,0,,22,,13,,16.1,,100.7,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 3:00,2025,1,1,3:00,,-8,,-9.2,,91,,0,,22,,11,,16.1,,100.73,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 4:00,2025,1,1,4:00,,-8.6,,-9.7,,92,,0,,23,,9,,16.1,,100.73,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 5:00,2025,1,1,5:00,,-9.7,,-10.9,,91,,0,,25,,9,,16.1,,100.73,,,,-15,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 6:00,2025,1,1,6:00,,-10.1,,-11,,93,,0,,23,,5,,16.1,,100.77,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 7:00,2025,1,1,7:00,,-9.4,,-10.3,,93,,0,,22,,8,,16.1,,100.84,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 8:00,2025,1,1,8:00,,-10.1,,-11.2,,92,,0,,,M,5,,16.1,,100.85,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 9:00,2025,1,1,9:00,,-9.1,,-10.2,,92,,0,,23,,8,,16.1,,100.89,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 10:00,2025,1,1,10:00,,-8.8,,-9.9,,92,,0,,,M,4,,16.1,,100.91,,,,-11,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 11:00,2025,1,1,11:00,,-7.8,,-8.9,,92,,0,,27,,8,,16.1,,100.88,,,,-12,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 12:00,2025,1,1,12:00,,-6.9,,-8.1,,91,,0,,27,,8,,16.1,,100.81,,,,-11,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 13:00,2025,1,1,13:00,,-6,,-7.2,,91,,0,,26,,8,,16.1,,100.78,,,,-10,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 14:00,2025,1,1,14:00,,-5.2,,-6.6,,90,,0,,26,,5,,16.1,,100.8,,,,-7,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 15:00,2025,1,1,15:00,,-4.7,,-6.1,,90,,0,,,,0,,16.1,,100.87,,,,,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 16:00,2025,1,1,16:00,,-5.3,,-7,,88,,0,,27,,9,,16.1,,100.91,,,,-9,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 17:00,2025,1,1,17:00,,-6.4,,-7.5,,92,,0,,28,,9,,16.1,,100.89,,,,-11,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 18:00,2025,1,1,18:00,,-7,,-8.1,,92,,0,,28,,11,,16.1,,100.89,,,,-12,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 19:00,2025,1,1,19:00,,-7.2,,-8.3,,92,,0,,29,,13,,16.1,,100.9,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 20:00,2025,1,1,20:00,,-7.7,,-8.9,,91,,0,,30,,11,,16.1,,100.92,,,,-13,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 21:00,2025,1,1,21:00,,-8,,-9.2,,91,,0,,30,,13,,16.1,,100.95,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 22:00,2025,1,1,22:00,,-8.6,,-9.8,,91,,0,,31,,11,,16.1,,100.94,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-01 23:00,2025,1,1,23:00,,-8.8,,-10,,91,,0,,30,,11,,16.1,,100.97,,,,-14,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 0:00,2025,1,2,0:00,,-8.9,,-9.7,,94,,0,,30,,15,,4.8,,100.96,,,,-15,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 1:00,2025,1,2,1:00,,-9.2,,-10.4,,91,,0,,30,,13,,16.1,,100.96,,,,-15,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 2:00,2025,1,2,2:00,,-9.7,,-10.9,,91,,0,,28,,13,,16.1,,100.97,,,,-16,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 3:00,2025,1,2,3:00,,-10,,-11.3,,90,,0,,29,,11,,16.1,,101.02,,,,-16,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 4:00,2025,1,2,4:00,,-9.6,,-11.2,,88,,0,,29,,15,,16.1,,101.02,,,,-16,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 5:00,2025,1,2,5:00,,-9.8,,-11.7,,86,,0,,30,,15,,16.1,,101.02,,,,-16,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 6:00,2025,1,2,6:00,,-10.1,,-12,,86,,0,,30,,15,,16.1,,101.03,,,,-17,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 7:00,2025,1,2,7:00,,-10.4,,-12.5,,85,,0,,30,,15,,16.1,,101.05,,,,-17,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 8:00,2025,1,2,8:00,,-10.9,,-12.8,,86,,0,,30,,17,,16.1,,101.09,,,,-18,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 9:00,2025,1,2,9:00,,-11.5,,-13.4,,86,,0,,29,,22,,16.1,,101.08,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 10:00,2025,1,2,10:00,,-11.8,,-13.7,,86,,0,,30,,21,,16.1,,101.14,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 11:00,2025,1,2,11:00,,-12.2,,-14.4,,84,,0,,28,,22,,9.7,,101.15,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 12:00,2025,1,2,12:00,,-13,,-15.6,,81,,0,,30,,26,,16.1,,101.1,,,,-23,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 13:00,2025,1,2,13:00,,-13.1,,-15.6,,82,,0,,30,,26,,16.1,,101.11,,,,-23,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 14:00,2025,1,2,14:00,,-13.5,,-16.3,,80,,0,,31,,22,,16.1,,101.13,,,,-23,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 15:00,2025,1,2,15:00,,-14,,-16.7,,80,,0,,30,,21,,16.1,,101.19,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 16:00,2025,1,2,16:00,,-14.6,,-17.3,,80,,0,,30,,22,,16.1,,101.23,,,,-24,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 17:00,2025,1,2,17:00,,-14.6,,-17.3,,80,,0,,29,,22,,16.1,,101.23,,,,-24,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 18:00,2025,1,2,18:00,,-15,,-17.4,,82,,0,,30,,18,,16.1,,101.26,,,,-24,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 19:00,2025,1,2,19:00,,-14.9,,-17.2,,83,,0,,30,,21,,16.1,,101.23,,,,-24,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 20:00,2025,1,2,20:00,,-15.1,,-17.6,,81,,0,,30,,26,,16.1,,101.22,,,,-25,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 21:00,2025,1,2,21:00,,-15.4,,-18,,81,,0,,30,,26,,11.3,,101.18,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-02 22:00,2025,1,2,22:00,,-15.5,,-17.9,,82,,0,,28,,21,,16.1,,101.12,,,,-25,,
-80.61,51.29,MOOSONEE,6075420,2025-01-02 23:00,2025,1,2,23:00,,-15.4,,-17.7,,83,,0,,29,,18,,12.9,,101.12,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 0:00,2025,1,3,0:00,,-15.5,,-17.8,,83,,0,,29,,30,,3.2,,101.07,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 1:00,2025,1,3,1:00,,-15.9,,-18,,84,,0,,28,,24,,6.4,,101.08,,,,-26,,Fog
-80.61,51.29,MOOSONEE,6075420,2025-01-03 2:00,2025,1,3,2:00,,-15.9,,-18.6,,80,,0,,28,,21,,16.1,,101.03,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 3:00,2025,1,3,3:00,,-16.1,,-18.8,,80,,0,,28,,22,,11.3,,101.05,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 4:00,2025,1,3,4:00,,-15.7,,-18.4,,80,,0,,28,,26,,4.8,,101,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 5:00,2025,1,3,5:00,,-15.7,,-18.3,,81,,0,,28,,26,,2.8,,100.97,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 6:00,2025,1,3,6:00,,-15.8,,-18.5,,80,,0,,29,,28,,4.8,,100.96,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 7:00,2025,1,3,7:00,,-16,,-18.7,,80,,0,,29,,32,,6.4,,100.94,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 8:00,2025,1,3,8:00,,-16,,-18.7,,80,,0,,29,,26,,2.8,,100.89,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 9:00,2025,1,3,9:00,,-16,,-18.9,,79,,0,,29,,28,,2.8,,100.9,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 10:00,2025,1,3,10:00,,-16.2,,-19.2,,78,,0,,29,,26,,3.6,,100.87,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 11:00,2025,1,3,11:00,,-16.4,,-19.6,,77,,0,,28,,30,,2.4,,100.81,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 12:00,2025,1,3,12:00,,-16.3,,-19.5,,77,,0,,28,,32,,4.8,,100.74,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 13:00,2025,1,3,13:00,,-16.1,,-19.6,,75,,0,,28,,32,,4,,100.69,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 14:00,2025,1,3,14:00,,-16.4,,-19.8,,76,,0,,28,,41,,4,,100.63,,,,-29,,"Snow,Blowing Snow"
-80.61,51.29,MOOSONEE,6075420,2025-01-03 15:00,2025,1,3,15:00,,-16.6,,-19.6,,78,,0,,28,,34,,2,,100.65,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 16:00,2025,1,3,16:00,,-16.8,,-19.8,,78,,0,,28,,30,,2.8,,100.7,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 17:00,2025,1,3,17:00,,-17.4,,-20.2,,79,,0,,28,,34,,1.6,,100.68,,,,-30,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 18:00,2025,1,3,18:00,,-17.9,,-20.7,,79,,0,,28,,28,,1.6,,100.69,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 19:00,2025,1,3,19:00,,-18.2,,-21.2,,78,,0,,29,,37,,1.2,,100.64,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 20:00,2025,1,3,20:00,,-18.6,,-21.9,,76,,0,,29,,30,,2.4,,100.62,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 21:00,2025,1,3,21:00,,-19.1,,-22.5,,75,,0,,28,,39,,2.4,,100.55,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 22:00,2025,1,3,22:00,,-19.3,,-22.5,,76,,0,,28,,32,,2.4,,100.51,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-03 23:00,2025,1,3,23:00,,-19.5,,-22.6,,77,,0,,27,,32,,1.6,,100.49,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 0:00,2025,1,4,0:00,,-19.7,,-22.8,,77,,0,,28,,30,,1.6,,100.45,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 1:00,2025,1,4,1:00,,-19.8,,-22.9,,77,,0,,27,,34,,1.6,,100.43,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 2:00,2025,1,4,2:00,,-19.8,,-23,,76,,0,,27,,41,,2,,100.39,,,,-34,,"Snow,Blowing Snow"
-80.61,51.29,MOOSONEE,6075420,2025-01-04 3:00,2025,1,4,3:00,,-19.8,,-22.9,,77,,0,,27,,35,,1.6,,100.41,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 4:00,2025,1,4,4:00,,-19.8,,-23,,76,,0,,28,,28,,2,,100.44,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 5:00,2025,1,4,5:00,,-19.9,,-23.1,,76,,0,,27,,30,,1.6,,100.4,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 6:00,2025,1,4,6:00,,-20.1,,-23.3,,76,,0,,27,,34,,1.6,,100.38,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 7:00,2025,1,4,7:00,,-20.1,,-23.5,,75,,0.1,,27,,34,,2,,100.36,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 8:00,2025,1,4,8:00,,-20.1,,-23.3,,76,,0.2,,27,,34,,2,,100.36,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 9:00,2025,1,4,9:00,,-20.1,,-23.3,,76,,0.3,,26,,34,,1.6,,100.34,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 10:00,2025,1,4,10:00,,-19.8,,-23.2,,75,,0,,26,,28,,2.4,,100.34,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 11:00,2025,1,4,11:00,,-19.5,,-22.9,,75,,0,,26,,32,,1.6,,100.35,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 12:00,2025,1,4,12:00,,-19.2,,-22.6,,75,,0,,27,,30,,2,,100.33,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 13:00,2025,1,4,13:00,,-19.1,,-22.5,,75,,0,,26,,34,,1.2,,100.3,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 14:00,2025,1,4,14:00,,-19,,-22.7,,73,,0,,26,,39,,3.2,,100.34,,,,-33,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 15:00,2025,1,4,15:00,,-18.9,,-22.3,,75,,0,,26,,30,,3.6,,100.38,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 16:00,2025,1,4,16:00,,-19.1,,-22.2,,77,,0,,25,,28,,1.2,,100.43,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 17:00,2025,1,4,17:00,,-19,,-21.9,,78,,0,,25,,28,,1.6,,100.46,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 18:00,2025,1,4,18:00,,-18.8,,-21.6,,79,,0,,25,,28,,1.6,,100.47,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 19:00,2025,1,4,19:00,,-18.3,,-20.8,,81,,0,,26,,26,,1.6,,100.49,,,,-30,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 20:00,2025,1,4,20:00,,-18,,-20.4,,82,,0,,26,,26,,1.6,,100.48,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 21:00,2025,1,4,21:00,,-17.7,,-19.9,,83,,0,,26,,30,,2.8,,100.5,,,,-30,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 22:00,2025,1,4,22:00,,-17.2,,-19.6,,82,,0,,27,,28,,1.6,,100.52,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-04 23:00,2025,1,4,23:00,,-16.8,,-19.3,,81,,0,,27,,26,,2,,100.56,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 0:00,2025,1,5,0:00,,-16.3,,-18.8,,81,,0,,26,,26,,2.4,,100.56,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 1:00,2025,1,5,1:00,,-15.8,,-18.4,,81,,0,,26,,28,,2,,100.6,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 2:00,2025,1,5,2:00,,-15.3,,-17.9,,81,,0,,26,,26,,2.4,,100.64,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 3:00,2025,1,5,3:00,,-15.1,,-17.7,,81,,0,,26,,32,,2.4,,100.7,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 4:00,2025,1,5,4:00,,-14.9,,-17.5,,81,,0,,26,,26,,6.4,,100.75,,,,-25,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 5:00,2025,1,5,5:00,,-14.7,,-17.1,,82,,0,,26,,24,,2.4,,100.8,,,,-25,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 6:00,2025,1,5,6:00,,-14.7,,-17.1,,82,,0,,26,,22,,2.4,,100.85,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 7:00,2025,1,5,7:00,,-14.6,,-17.2,,81,,0,,26,,24,,3.6,,100.88,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 8:00,2025,1,5,8:00,,-14.5,,-16.9,,82,,0,,26,,21,,2.4,,100.93,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 9:00,2025,1,5,9:00,,-14,,-16.4,,82,,0,,25,,22,,4,,100.97,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 10:00,2025,1,5,10:00,,-12.9,,-15.4,,82,,0,,26,,18,,8.1,,101.02,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 11:00,2025,1,5,11:00,,-12.1,,-14.6,,82,,0,,26,,21,,4.8,,101.09,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 12:00,2025,1,5,12:00,,-11.5,,-14,,82,,0,,26,,22,,2,,101.1,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 13:00,2025,1,5,13:00,,-10.8,,-13.5,,81,,0,,27,,22,,9.7,,101.16,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 14:00,2025,1,5,14:00,,-10.9,,-13.8,,79,,0,,28,,21,,8.1,,101.24,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 15:00,2025,1,5,15:00,,-10.9,,-13.7,,80,,0,,28,,22,,6.4,,101.31,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 16:00,2025,1,5,16:00,,-11,,-13.5,,82,,0,,27,,24,,9.7,,101.41,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 17:00,2025,1,5,17:00,,-11.1,,-13.2,,85,,0,,27,,17,,4,,101.53,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 18:00,2025,1,5,18:00,,-11,,-13.2,,84,,0,,27,,21,,4.8,,101.56,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 19:00,2025,1,5,19:00,,-11.1,,-13.2,,85,,0,,26,,21,,4.8,,101.62,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 20:00,2025,1,5,20:00,,-11.4,,-13.7,,83,,0,,27,,21,,9.7,,101.66,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 21:00,2025,1,5,21:00,,-11.4,,-13.4,,85,,0,,27,,18,,4.8,,101.74,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 22:00,2025,1,5,22:00,,-11.6,,-13.4,,87,,0,,28,,17,,9.7,,101.77,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-05 23:00,2025,1,5,23:00,,-11.3,,-13.3,,85,,0,,29,,18,,11.3,,101.83,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 0:00,2025,1,6,0:00,,-11.5,,-13.4,,86,,0,,29,,21,,14.5,,101.88,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 1:00,2025,1,6,1:00,,-11.7,,-13.5,,87,,0,,29,,17,,4.8,,101.92,,,,-19,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 2:00,2025,1,6,2:00,,-12,,-13.9,,86,,0,,30,,18,,8.1,,101.99,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 3:00,2025,1,6,3:00,,-12.2,,-13.9,,87,,0,,30,,18,,6.4,,102.05,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 4:00,2025,1,6,4:00,,-12.6,,-14.6,,85,,0,,30,,17,,16.1,,102.11,,,,-20,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 5:00,2025,1,6,5:00,,-12.8,,-14.8,,85,,0,,31,,17,,16.1,,102.16,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 6:00,2025,1,6,6:00,,-13,,-15.1,,85,,0,,30,,18,,16.1,,102.18,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 7:00,2025,1,6,7:00,,-13.2,,-15.5,,83,,0,,30,,15,,16.1,,102.2,,,,-21,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 8:00,2025,1,6,8:00,,-13.5,,-15.8,,83,,0,,29,,21,,16.1,,102.21,,,,-22,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 9:00,2025,1,6,9:00,,-13.9,,-16.2,,83,,0,,30,,17,,16.1,,102.21,,,,-22,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 10:00,2025,1,6,10:00,,-14,,-16.3,,83,,0,,30,,22,,4,,102.24,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 11:00,2025,1,6,11:00,,-14.1,,-16.5,,82,,0,,30,,21,,4,,102.23,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 12:00,2025,1,6,12:00,,-13.8,,-16.4,,81,,0,,30,,18,,11.3,,102.23,,,,-22,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 13:00,2025,1,6,13:00,,-14.2,,-17.1,,79,,0,,31,,22,,8.1,,102.16,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 14:00,2025,1,6,14:00,,-14.1,,-16.8,,80,,0,,31,,22,,16.1,,102.2,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 15:00,2025,1,6,15:00,,-14.3,,-17,,80,,0,,29,,21,,16.1,,102.24,,,,-24,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 16:00,2025,1,6,16:00,,-14.9,,-17.6,,80,,0,,29,,24,,16.1,,102.24,,,,-25,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 17:00,2025,1,6,17:00,,-15.5,,-17.9,,82,,0,,30,,13,,12.9,,102.28,,,,-23,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 18:00,2025,1,6,18:00,,-15.9,,-18.5,,81,,0,,30,,18,,16.1,,102.32,,,,-25,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 19:00,2025,1,6,19:00,,-16.7,,-19.5,,79,,0,,30,,18,,16.1,,102.35,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 20:00,2025,1,6,20:00,,-17,,-19.7,,80,,0,,29,,18,,12.9,,102.34,,,,-26,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 21:00,2025,1,6,21:00,,-17.3,,-20,,80,,0,,30,,21,,11.3,,102.31,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 22:00,2025,1,6,22:00,,-17.4,,-20.1,,80,,0,,29,,21,,16.1,,102.3,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-06 23:00,2025,1,6,23:00,,-17.8,,-20.5,,80,,0,,30,,18,,16.1,,102.27,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 0:00,2025,1,7,0:00,,-18,,-20.6,,81,,0,,30,,17,,16.1,,102.28,,,,-27,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 1:00,2025,1,7,1:00,,-18.4,,-21.1,,80,,0,,30,,22,,4.8,,102.28,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 2:00,2025,1,7,2:00,,-19,,-21.6,,80,,0,,30,,21,,16.1,,102.29,,,,-29,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 3:00,2025,1,7,3:00,,-19,,-21.5,,81,,0,,30,,17,,16.1,,102.31,,,,-28,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 4:00,2025,1,7,4:00,,-19.2,,-21.7,,81,,0,,30,,18,,16.1,,102.33,,,,-29,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 5:00,2025,1,7,5:00,,-19,,-21.5,,81,,0,,30,,17,,16.1,,102.34,,,,-28,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 6:00,2025,1,7,6:00,,-18.9,,-21.5,,80,,0,,29,,22,,16.1,,102.4,,,,-30,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 7:00,2025,1,7,7:00,,-18.6,,-21.3,,80,,0,,30,,21,,16.1,,102.42,,,,-29,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 8:00,2025,1,7,8:00,,-18.9,,-21.7,,79,,0,,30,,18,,16.1,,102.45,,,,-29,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 9:00,2025,1,7,9:00,,-19.2,,-22,,79,,0,,30,,21,,14.5,,102.49,,,,-30,,
-80.61,51.29,MOOSONEE,6075420,2025-01-07 10:00,2025,1,7,10:00,,-19.5,,-22.6,,77,,0,,31,,24,,8.1,,102.52,,,,-31,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 11:00,2025,1,7,11:00,,-20.5,,-24,,74,,0,,29,,32,,4.8,,102.55,,,,-34,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 12:00,2025,1,7,12:00,,-20.8,,-24.1,,75,,0,,30,,22,,6.4,,102.53,,,,-32,,Snow
-80.61,51.29,MOOSONEE,6075420,2025-01-07 13:00,2025,1,7,13:00,,-21.2,,-24.7,,74,,0,,30,,28,,9.7,,102.5,,,,-34,,Snow
